ticket_id,user_id,created_date,priority,category,first_response_hours,resolution_hours
511,26283,2022-02-12,Medium,Performance,6.1,21.2
512,5450,2023-03-31,Medium,Performance,6.3,25.6
513,35082,2023-05-03,Medium,Billing,1.4,22.3
514,32029,2025-05-01,Low,Integrations,6.5,42.2
515,36599,2022-02-17,Medium,How To,4.9,11.3
516,12387,2022-01-19,Low,How To,4.2,9.8
517,13937,2023-08-19,Low,Performance,5.5,43.3
518,3837,2025-02-24,Low,Integrations,8.4,35.7
519,10406,2022-12-29,Urgent,How To,15.1,13.6
520,19567,2025-01-04,Medium,Integrations,1.5,27.3
521,30519,2023-01-08,High,How To,16.5,73.6
522,3726,2025-07-27,Medium,Integrations,5.1,29.4
523,7530,2025-04-12,Medium,Billing,10.1,13.8
524,28460,2023-11-12,Medium,Performance,11.9,16.2
525,4216,2025-02-26,Medium,Billing,3.4,19.7
526,43387,2022-02-12,Low,Integrations,2.0,8.4
527,11784,2022-03-25,High,Performance,2.7,34.8
528,13738,2023-12-27,Low,Integrations,3.6,28.8
529,21850,2022-02-23,Medium,Performance,3.9,42.5
530,11760,2023-08-08,High,How To,1.7,9.5
531,26849,2023-04-02,Low,Billing,4.5,63.7
532,26436,2024-11-14,Low,Integrations,12.1,5.8
533,5433,2023-07-14,Medium,Performance,2.9,14.0
534,34899,2023-03-11,Low,Billing,2.1,16.3
535,28032,2025-01-18,Low,How To,4.3,10.5
536,13460,2025-02-28,Low,Bug,7.3,18.6
537,6808,2023-10-28,Urgent,Billing,3.9,19.5
538,46820,2024-02-03,Low,Bug,3.1,39.3
539,23124,2024-03-17,Low,How To,0.9,18.0
540,6254,2023-07-09,Medium,Bug,7.6,28.0
541,36666,2025-02-19,Medium,Performance,14.7,37.9
542,42483,2024-04-07,High,Billing,9.5,14.8
543,4129,2023-11-13,Low,Billing,2.7,29.9
544,47196,2025-06-25,High,Billing,8.1,33.6
545,38445,2023-02-16,Low,How To,5.0,44.8
546,16982,2023-09-22,Medium,Integrations,3.9,37.2
547,43506,2022-12-31,Low,Integrations,3.1,5.0
548,20824,2023-10-18,Medium,Billing,9.1,43.2
549,32968,2023-10-10,Low,How To,0.8,47.8
550,16067,2022-03-16,Low,Billing,1.1,7.7
551,32447,2023-03-27,High,Integrations,6.7,64.5
552,40478,2023-07-12,Medium,Bug,15.7,10.5
553,34819,2025-01-31,Low,Performance,2.2,14.6
554,49776,2022-03-21,Low,Billing,0.8,17.3
555,40662,2022-11-25,High,Integrations,3.4,9.2
556,38516,2025-06-25,Low,Integrations,0.4,24.7
557,21876,2024-05-21,Low,Performance,4.2,28.3
558,13364,2023-11-14,Low,Integrations,6.3,41.4
559,37585,2022-06-15,Low,Integrations,8.0,11.6
560,29352,2025-01-07,Medium,How To,7.7,40.8
561,21093,2025-01-10,Low,Bug,3.8,29.0
562,31451,2025-02-18,Low,Billing,7.4,18.5
563,34956,2024-10-12,High,How To,3.1,8.9
564,40000,2022-08-06,High,Billing,2.6,11.5
565,41301,2022-10-06,Medium,Billing,0.5,39.2
566,26707,2025-10-23,Medium,How To,2.8,13.8
567,2797,2023-11-15,Medium,Billing,14.8,55.7
568,39238,2023-09-11,Low,Bug,6.7,74.5
569,5502,2022-10-23,Medium,Billing,10.4,30.3
570,8177,2023-12-28,Low,How To,3.6,2.7
571,2342,2023-11-01,Low,Bug,1.4,19.5
572,15286,2024-11-04,Low,Integrations,5.2,14.6
573,5434,2025-10-12,Low,Integrations,8.2,20.4
574,40910,2025-06-30,Medium,Bug,9.6,22.6
575,5594,2022-10-30,Medium,How To,4.2,31.0
576,22579,2025-03-19,High,How To,5.5,10.1
577,24886,2022-06-24,Medium,Bug,4.3,27.2
578,37078,2022-05-17,Low,Bug,6.2,16.6
579,23689,2023-03-20,Medium,Performance,5.0,36.7
580,20867,2024-05-02,Low,How To,8.8,22.1
581,19062,2024-12-13,High,Billing,7.6,6.4
582,5475,2024-07-27,Medium,Integrations,12.5,64.6
583,29986,2023-12-15,High,Bug,8.8,2.2
584,32795,2025-03-26,Low,Bug,4.1,41.7
585,46406,2025-10-12,Medium,Billing,6.1,45.3
586,13225,2025-04-09,Medium,Bug,9.0,4.6
587,17410,2022-01-11,Medium,Bug,2.0,11.6
588,41382,2023-09-26,Medium,Performance,23.1,5.8
589,35159,2024-01-27,Low,Integrations,2.6,48.3
590,26174,2022-08-24,Low,Bug,2.3,16.6
591,14812,2023-10-16,High,How To,1.2,10.3
592,21308,2024-12-05,Low,Billing,9.3,57.7
593,12528,2023-10-13,Medium,Bug,2.8,27.4
594,7208,2023-11-27,High,Billing,8.5,10.0
595,23528,2023-08-05,High,Billing,10.8,4.6
596,6904,2025-05-23,Medium,Integrations,0.8,26.2
597,44097,2023-04-30,Medium,Integrations,3.9,41.2
598,9627,2023-12-10,Medium,Bug,8.1,22.8
599,45329,2023-04-17,Low,Billing,1.2,29.1
600,34454,2022-12-26,Medium,How To,12.1,42.7
601,30913,2025-06-10,Medium,How To,1.4,11.0
602,18069,2023-02-06,Low,How To,4.2,18.6
603,2312,2022-01-12,Medium,Integrations,3.4,73.1
604,22740,2025-11-23,High,How To,9.9,16.4
605,16462,2024-10-06,Medium,Billing,0.3,7.4
606,20697,2023-08-25,High,Billing,17.3,20.9
607,31723,2025-12-29,Medium,Bug,15.0,27.4
608,9869,2025-01-17,Urgent,Bug,8.8,12.4
609,17224,2023-03-11,Low,Performance,0.9,41.9
610,44889,2022-10-17,Medium,Performance,2.4,9.4
611,33157,2022-06-30,Low,Bug,6.0,21.0
612,32129,2025-05-14,Low,Bug,4.7,13.8
613,28618,2022-04-16,Medium,Bug,4.1,15.1
614,31059,2025-05-15,High,Integrations,7.9,20.3
615,37819,2022-12-31,Medium,Integrations,2.8,25.8
616,2468,2024-11-27,Urgent,Integrations,18.2,9.3
617,5422,2024-06-12,Medium,Performance,2.0,14.0
618,28405,2023-08-11,High,Bug,7.2,8.7
619,21489,2022-07-12,High,Performance,3.2,8.3
620,3466,2025-12-26,Low,Bug,11.2,5.8
621,24719,2025-08-29,Medium,How To,8.8,17.5
622,21756,2022-09-07,Low,Integrations,7.5,22.0
623,26901,2022-10-10,Medium,How To,4.0,20.0
624,6488,2023-04-11,Medium,Integrations,8.8,25.9
625,36478,2025-05-27,Low,How To,12.4,38.9
626,13488,2024-06-22,Low,Performance,1.9,8.5
627,31421,2024-02-21,Medium,Billing,13.9,15.4
628,41016,2024-07-12,Urgent,Integrations,8.8,15.6
629,36511,2025-06-22,Low,Billing,6.6,17.6
630,18703,2025-08-05,Low,Performance,12.2,6.8
631,8380,2023-03-02,High,Integrations,1.0,3.7
632,19987,2022-09-17,Medium,How To,4.0,12.0
633,28481,2025-06-07,Medium,How To,3.7,31.3
634,14084,2024-03-16,High,How To,4.5,38.8
635,47393,2023-07-30,Urgent,Integrations,8.3,25.7
636,9824,2025-10-07,High,Integrations,1.2,37.6
637,19192,2023-01-28,High,How To,5.0,11.7
638,10742,2025-02-24,Medium,How To,1.7,14.0
639,28135,2025-07-31,Medium,Billing,6.0,25.9
640,23483,2025-01-28,Low,Integrations,1.8,2.0
641,1982,2023-01-14,High,Performance,4.2,37.6
642,38646,2025-05-23,High,Billing,17.5,35.7
643,22960,2022-03-13,High,Performance,1.6,3.4
644,16266,2022-05-22,Medium,How To,2.4,25.1
645,44241,2024-06-12,High,Bug,8.8,8.9
646,9992,2022-09-12,Medium,How To,5.6,26.7
647,10418,2023-03-17,Medium,How To,1.9,9.3
648,3694,2023-02-23,High,Bug,2.9,10.8
649,38404,2023-11-01,Medium,Bug,3.2,16.3
650,39261,2024-08-13,Medium,Performance,3.0,24.3
651,41624,2022-05-26,Medium,Integrations,10.8,20.0
652,47219,2024-09-06,High,How To,12.0,58.9
653,45720,2025-11-09,Low,Bug,2.1,15.2
654,46425,2024-09-27,Low,Integrations,10.3,8.6
655,21593,2024-04-21,Low,How To,3.1,11.7
656,12350,2022-10-28,Low,Billing,11.9,15.4
657,40591,2022-08-11,Medium,Billing,7.8,13.6
658,29212,2023-07-03,Low,How To,10.4,45.8
659,47894,2024-03-19,Medium,Bug,5.8,20.7
660,33560,2025-05-28,Low,How To,5.4,24.9
661,20252,2022-03-22,Medium,Bug,0.9,6.1
662,17917,2024-04-03,Low,Billing,9.0,21.8
663,42643,2024-12-07,Urgent,Bug,0.5,5.2
664,41739,2022-11-16,High,Performance,6.5,29.0
665,32308,2022-08-25,Low,Billing,8.4,15.8
666,40348,2023-12-01,Medium,Performance,4.6,17.1
667,11388,2022-02-21,Medium,Integrations,5.5,23.9
668,42558,2023-10-25,Medium,Performance,4.9,18.5
669,19399,2025-04-09,Low,Billing,4.5,42.8
670,3888,2024-10-23,Medium,How To,6.2,14.3
671,4291,2024-07-10,Medium,Bug,7.7,52.9
672,13342,2025-02-10,High,Integrations,3.1,9.2
673,41676,2023-03-03,Medium,Bug,2.4,13.2
674,12926,2022-04-12,Medium,Bug,21.7,20.6
675,28060,2023-09-20,Medium,How To,9.7,28.4
676,24413,2023-01-07,High,Billing,3.6,39.1
677,4862,2023-08-04,High,Integrations,2.6,36.1
678,25563,2025-10-29,Medium,Integrations,0.5,35.3
679,44401,2022-09-04,Medium,How To,1.8,20.9
680,16554,2023-05-08,High,Bug,2.5,12.9
681,25463,2024-09-25,Low,Integrations,3.5,11.8
682,2417,2024-09-11,Medium,Billing,2.0,7.0
683,34232,2025-06-05,High,Billing,7.0,31.9
684,45311,2025-06-29,Medium,Billing,1.3,12.8
685,38414,2023-06-13,Medium,Billing,6.0,67.8
686,18021,2023-02-18,Medium,Bug,8.4,14.2
687,46926,2023-03-16,Low,Bug,7.8,20.0
688,43019,2024-09-14,Low,Billing,3.3,15.2
689,34777,2023-10-19,High,Integrations,1.2,11.9
690,22844,2023-06-11,Low,Billing,8.5,6.6
691,29459,2022-10-27,Low,How To,10.2,36.0
692,36739,2023-02-25,Low,Billing,3.2,31.9
693,12591,2024-04-06,Low,Performance,4.7,34.1
694,37199,2022-05-16,Medium,Performance,6.6,34.3
695,19440,2025-03-15,Low,How To,6.0,6.6
696,45194,2023-09-12,Low,Performance,13.6,14.5
697,49383,2022-11-28,Medium,Billing,25.1,11.7
698,37313,2022-06-09,Medium,Bug,6.7,25.1
699,27165,2024-11-29,Low,Billing,5.4,28.3
700,38862,2022-04-15,Urgent,Bug,3.8,23.6
701,3811,2022-01-07,Low,Bug,2.6,41.6
702,38304,2024-02-18,Low,How To,5.4,10.1
703,41180,2025-05-16,Low,Billing,6.9,11.0
704,28717,2024-03-30,Low,Bug,6.1,22.8
705,41642,2023-05-28,High,Integrations,8.6,13.9
706,20809,2024-04-20,Low,How To,11.9,39.1
707,29143,2023-07-27,Medium,How To,6.8,16.1
708,47672,2022-07-18,High,Bug,4.9,9.1
709,49474,2023-08-26,Medium,Billing,4.4,45.5
710,22580,2022-08-16,Medium,How To,0.7,14.7
711,20768,2024-09-25,High,How To,6.4,20.1
712,10359,2024-05-20,Low,How To,14.2,18.5
713,7829,2025-04-14,Low,Billing,17.7,1.0
714,43135,2023-05-04,Low,Bug,8.7,4.0
715,11248,2025-08-09,Low,Bug,7.6,11.4
716,44221,2025-09-09,Medium,Billing,3.6,25.8
717,43022,2025-06-18,Medium,Bug,1.6,15.8
718,34136,2022-04-29,Medium,Billing,2.9,21.1
719,23336,2022-04-26,Medium,Bug,9.2,24.8
720,32985,2025-01-02,Medium,Integrations,2.6,32.9
721,45716,2023-11-21,Medium,Performance,3.8,2.9
722,29747,2024-03-21,High,Billing,7.1,19.4
723,7843,2025-06-09,Low,Performance,0.8,12.1
724,38020,2025-10-06,Medium,Integrations,6.2,12.5
725,41529,2025-06-29,Medium,Bug,6.4,7.2
726,30323,2024-03-13,Medium,Performance,8.1,37.1
727,39624,2023-09-24,Low,Bug,1.0,29.6
728,926,2025-03-10,Medium,Integrations,22.7,19.0
729,36041,2024-09-20,Medium,Bug,3.0,10.8
730,27281,2024-03-12,High,Bug,0.5,35.5
731,15976,2024-07-01,High,Billing,2.4,21.1
732,61,2022-03-23,Urgent,Bug,5.1,17.6
733,34583,2023-07-31,Medium,How To,12.2,17.7
734,45054,2025-12-07,Medium,Bug,9.3,33.0
735,17211,2025-03-18,Low,Billing,13.6,14.4
736,36708,2024-05-16,Low,Billing,1.8,28.4
737,19138,2025-07-21,Medium,Billing,9.9,31.2
738,40551,2024-11-03,Medium,Integrations,7.7,41.8
739,31291,2022-03-13,Low,Billing,2.8,37.4
740,24687,2025-12-27,Medium,Bug,1.7,29.3
741,3881,2022-03-25,Low,Bug,9.6,21.5
742,15754,2022-10-09,Urgent,Integrations,11.3,32.4
743,34255,2024-01-23,Medium,Bug,1.8,5.0
744,47778,2023-04-05,Low,How To,2.2,21.5
745,1337,2022-12-30,Medium,Integrations,4.6,8.8
746,38800,2023-01-04,Medium,Bug,7.9,43.8
747,11896,2023-12-17,Medium,Integrations,3.4,11.9
748,5224,2024-09-28,Medium,Integrations,2.8,9.6
749,36298,2025-05-05,Medium,How To,7.8,14.0
750,49119,2022-06-19,High,How To,6.5,15.6
751,36074,2022-12-29,Medium,Bug,6.0,37.7
752,691,2024-05-03,Low,Integrations,5.4,12.7
753,7895,2023-03-09,Medium,Bug,3.8,23.8
754,40776,2023-09-07,Medium,How To,3.5,24.7
755,43377,2023-02-17,Medium,How To,6.7,38.4
756,41704,2023-10-11,Medium,Billing,1.6,10.2
757,26985,2025-04-06,Medium,How To,7.1,51.9
758,33920,2024-07-17,Low,Performance,3.1,24.5
759,46507,2025-01-02,Medium,Billing,6.2,53.1
760,24334,2023-10-11,Low,Bug,5.2,14.9
761,46711,2025-08-16,Low,How To,5.4,7.0
762,46417,2022-08-21,Low,Performance,0.3,2.3
763,2523,2025-01-04,Medium,How To,3.4,11.8
764,15097,2025-12-21,Medium,Bug,4.3,6.4
765,45815,2025-12-22,Medium,Bug,3.5,20.5
766,44661,2023-08-16,Low,How To,4.1,12.2
767,24428,2025-08-14,Low,Bug,0.3,12.0
768,40550,2024-11-30,Medium,Bug,16.6,28.0
769,41182,2022-09-05,High,How To,1.5,15.4
770,10593,2022-10-09,Medium,Billing,4.1,5.4
771,43844,2025-09-11,Urgent,Bug,2.5,4.6
772,27343,2022-09-13,Low,Billing,9.3,6.5
773,38213,2025-09-18,High,Billing,1.7,19.2
774,33532,2023-03-22,Medium,How To,1.3,5.5
775,1771,2024-08-26,High,How To,7.1,23.4
776,26529,2024-10-27,High,Integrations,6.2,22.4
777,40077,2022-06-20,High,Performance,6.9,73.8
778,48403,2022-10-31,Medium,Integrations,2.9,46.4
779,9412,2025-11-19,Medium,Integrations,4.4,12.5
780,3992,2022-01-29,Medium,Integrations,2.3,49.1
781,8658,2022-04-09,Medium,Bug,5.3,22.0
782,10275,2025-10-22,Medium,Performance,8.8,17.9
783,32390,2024-11-20,High,Billing,4.9,18.8
784,36126,2023-04-04,Low,Billing,7.3,10.7
785,46306,2024-01-23,Medium,How To,4.7,31.8
786,10557,2024-04-16,Medium,Billing,13.6,14.9
787,36839,2022-06-26,Low,Bug,16.8,20.0
788,23105,2023-04-27,Medium,Bug,5.2,25.7
789,26366,2024-09-15,Low,Integrations,0.3,17.7
790,46976,2024-03-14,High,Bug,1.2,17.2
791,19217,2025-08-21,Medium,How To,7.0,19.0
792,16862,2023-10-02,Low,Performance,1.9,11.7
793,46700,2023-12-17,Medium,Bug,17.6,19.5
794,7061,2024-08-09,Low,Integrations,1.7,10.0
795,12560,2025-02-24,Medium,How To,3.0,26.0
796,39257,2022-05-02,Low,How To,11.4,30.9
797,19844,2023-02-07,High,Bug,6.3,30.5
798,23869,2023-03-23,Low,Billing,9.3,10.3
799,1923,2022-10-27,Low,How To,6.9,25.9
800,44889,2025-02-05,Low,How To,14.7,22.7
801,24550,2025-11-23,Medium,How To,5.5,44.9
802,10298,2022-10-02,Medium,Integrations,2.4,35.4
803,44793,2022-12-13,Medium,Bug,1.0,9.9
804,27647,2023-06-14,Medium,How To,7.4,54.4
805,32190,2024-01-06,Low,How To,7.8,12.2
806,31095,2023-06-24,High,Bug,3.1,47.8
807,15630,2023-12-16,Low,Integrations,11.2,13.9
808,4630,2022-06-14,Low,How To,1.9,48.4
809,20547,2022-11-03,Medium,Integrations,6.6,25.2
810,46966,2025-04-03,Medium,Bug,3.7,3.5
811,23467,2023-10-21,High,Integrations,6.4,58.7
812,28316,2023-10-07,High,Performance,11.2,21.5
813,18683,2024-04-07,High,Billing,3.5,52.4
814,44222,2023-09-15,High,Performance,4.1,23.1
815,1490,2023-02-25,Low,Performance,5.2,17.4
816,39644,2024-01-31,Low,Integrations,5.3,33.8
817,6611,2025-05-14,Urgent,Billing,3.6,9.0
818,28411,2022-10-21,Low,Bug,3.0,17.5
819,19031,2024-08-09,Medium,How To,1.1,30.4
820,15768,2024-07-08,Medium,Integrations,5.5,39.9
821,47472,2023-08-21,High,Bug,3.4,42.7
822,49846,2023-09-21,High,Bug,2.7,19.5
823,42304,2022-01-25,Low,Performance,1.5,14.9
824,19982,2023-08-26,Low,Performance,5.0,11.9
825,49508,2025-11-30,Medium,How To,7.3,19.7
826,5381,2025-10-28,Medium,Billing,0.8,10.5
827,43589,2024-08-06,Medium,Billing,5.9,5.8
828,35139,2024-03-15,Medium,Billing,6.7,21.2
829,48781,2023-04-22,High,How To,0.6,19.7
830,5245,2023-11-06,High,Billing,13.2,26.9
831,31584,2025-03-09,Low,Billing,12.0,26.0
832,46154,2025-05-29,Low,Integrations,9.1,7.1
833,24363,2023-09-28,Medium,Performance,6.3,35.2
834,6787,2024-12-15,Medium,Performance,3.3,14.3
835,10044,2024-07-30,Low,Performance,3.8,15.0
836,32937,2022-02-03,Medium,Integrations,4.3,26.8
837,14158,2024-04-02,Medium,Billing,5.4,50.8
838,12209,2022-05-25,High,Billing,3.3,21.2
839,1373,2023-07-10,Medium,Performance,10.4,22.7
840,14098,2022-12-20,Low,Bug,19.1,6.7
841,22805,2025-08-31,Low,Performance,10.0,23.3
842,20536,2025-01-25,Medium,How To,4.0,32.6
843,21895,2024-05-26,Low,How To,11.1,39.9
844,10064,2022-10-20,Medium,Bug,2.2,16.7
845,33221,2023-01-24,Low,Integrations,5.8,43.0
846,21245,2022-09-19,Low,Billing,4.8,24.6
847,1857,2022-02-23,Low,How To,8.9,29.2
848,38972,2025-10-05,Medium,Integrations,1.3,33.7
849,45290,2023-02-01,Low,Integrations,9.0,13.0
850,7825,2023-05-07,High,Performance,16.1,28.7
851,38927,2025-03-28,Medium,Billing,7.3,22.8
852,24267,2025-02-21,Low,How To,2.1,13.3
853,22945,2023-01-24,Medium,Billing,2.4,16.8
854,2132,2023-04-23,Medium,Performance,0.7,21.2
855,16367,2025-06-18,Low,Bug,0.2,23.0
856,11646,2023-04-13,Low,Billing,2.3,15.3
857,43646,2023-07-08,High,Performance,3.0,34.7
858,7775,2022-07-06,Urgent,Integrations,2.3,6.8
859,14491,2024-01-02,Medium,How To,11.3,13.1
860,19804,2024-10-01,Low,How To,5.2,11.9
861,31882,2022-09-24,Low,Integrations,1.0,32.8
862,27731,2024-07-18,Medium,Bug,21.9,19.0
863,17846,2023-11-08,Medium,How To,2.8,35.2
864,18280,2022-05-25,Low,Integrations,4.0,14.2
865,27037,2025-04-23,Medium,Billing,6.8,22.4
866,41086,2022-11-25,Low,Billing,2.1,33.5
867,45467,2024-07-11,High,Billing,2.1,11.9
868,42136,2025-11-24,Medium,How To,2.3,16.7
869,24003,2022-08-25,Medium,Bug,4.7,7.4
870,44000,2025-07-20,Low,How To,2.4,22.3
871,36051,2024-12-20,Low,Performance,11.4,10.8
872,30396,2024-01-15,Medium,Billing,14.7,14.1
873,25828,2022-04-11,Low,How To,9.0,13.3
874,36197,2024-09-06,Medium,How To,10.7,12.2
875,23439,2024-06-12,Low,Performance,17.1,37.7
876,15903,2022-03-09,Medium,Performance,1.3,17.8
877,29847,2025-10-05,Medium,How To,3.1,3.9
878,9208,2023-08-06,Medium,Integrations,4.7,34.4
879,36331,2024-04-11,High,How To,2.0,8.6
880,36967,2022-10-22,Low,Integrations,8.1,39.0
881,39453,2023-01-13,Low,Bug,5.2,9.7
882,34545,2024-05-16,High,Bug,6.2,11.5
883,14342,2023-06-17,High,Performance,8.0,71.2
884,21846,2022-03-12,Medium,Bug,6.1,44.8
885,14581,2023-05-06,Medium,Integrations,2.4,10.4
886,24566,2023-01-09,Medium,How To,3.8,25.8
887,21870,2023-10-16,Low,Integrations,12.2,14.7
888,14897,2024-12-14,Medium,How To,2.3,28.7
889,43985,2025-10-10,Medium,Billing,3.4,14.6
890,6057,2023-04-03,Medium,Bug,2.8,25.1
891,31598,2025-09-09,Low,Performance,4.3,7.4
892,31045,2024-01-29,High,How To,1.4,16.1
893,2030,2023-02-10,Medium,Performance,6.9,28.6
894,21665,2022-02-07,Low,How To,7.1,8.3
895,38478,2025-05-30,High,Bug,7.3,24.0
896,23474,2023-10-03,Urgent,Integrations,10.8,36.7
897,14957,2025-12-13,Medium,Performance,3.0,67.9
898,4922,2025-11-16,Low,How To,4.2,33.1
899,14245,2022-04-24,High,How To,4.6,31.0
900,43442,2025-03-30,Low,Bug,5.5,13.8
901,1634,2023-05-09,Low,Integrations,0.3,44.5
902,22580,2022-06-20,Medium,How To,4.2,6.5
903,31619,2022-12-04,Medium,Billing,7.4,52.6
904,1786,2023-08-17,Medium,Billing,6.0,5.5
905,39094,2024-10-11,Medium,Billing,14.2,34.0
906,5250,2024-03-05,Medium,How To,2.5,23.8
907,36487,2023-10-07,Low,Integrations,9.1,27.5
908,4356,2022-02-21,Medium,Integrations,14.3,10.5
909,37342,2025-11-12,High,Billing,3.4,17.7
910,47093,2023-06-11,Low,Billing,5.3,56.4
911,1285,2022-07-19,Medium,How To,1.0,24.7
912,48792,2023-05-18,Medium,Bug,12.4,10.9
913,26794,2024-10-17,High,How To,7.4,16.2
914,45154,2023-12-03,Low,Bug,1.5,26.3
915,19598,2023-07-05,Low,Bug,3.5,59.9
916,27049,2024-03-22,Low,Integrations,5.8,54.1
917,15957,2024-08-14,Low,Performance,4.8,30.2
918,47932,2025-05-02,High,Bug,1.5,2.4
919,8787,2022-08-18,Low,Performance,10.3,13.2
920,12625,2022-10-25,Medium,Integrations,2.9,38.3
921,22825,2025-07-24,Low,How To,2.5,63.1
922,446,2022-10-24,Low,Billing,10.3,7.5
923,32731,2023-04-08,Low,Integrations,1.8,11.6
924,17513,2023-07-29,Medium,Billing,1.9,24.8
925,12891,2024-04-11,Medium,Integrations,3.6,16.3
926,12829,2023-01-19,Medium,Billing,13.0,43.8
927,31600,2024-04-14,Medium,Performance,5.9,49.7
928,23444,2025-04-23,High,Bug,6.8,22.5
929,39377,2025-10-27,Urgent,Performance,5.4,29.5
930,7147,2023-08-20,Medium,Integrations,0.8,24.8
931,18994,2022-09-02,High,Performance,3.9,27.1
932,43636,2022-05-08,High,Integrations,8.3,10.1
933,9902,2023-03-05,Medium,Performance,8.1,49.0
934,9560,2024-06-23,Low,How To,1.8,9.1
935,36986,2023-02-22,Medium,Integrations,10.9,57.7
936,8870,2022-07-26,Medium,How To,9.9,33.4
937,45757,2024-02-23,Low,Bug,7.3,37.4
938,1852,2024-01-18,Low,How To,6.8,21.4
939,32730,2023-11-20,Medium,Billing,9.4,18.8
940,28559,2022-07-21,Low,Integrations,7.6,5.6
941,45958,2024-12-19,Medium,Billing,4.8,31.5
942,9628,2025-02-04,Medium,Billing,18.8,24.9
943,39582,2022-11-02,Low,Performance,3.8,17.4
944,11691,2024-09-25,Medium,Integrations,4.0,2.1
945,40159,2023-05-25,High,Billing,3.9,22.7
946,44484,2024-03-23,Low,How To,9.2,11.1
947,1631,2023-05-28,Medium,Bug,7.6,8.5
948,32186,2024-07-01,High,How To,9.0,24.4
949,30068,2024-01-02,Low,Bug,1.8,13.6
950,28410,2025-01-22,Medium,Billing,11.7,7.2
951,5535,2022-12-08,High,Billing,8.4,16.5
952,6214,2025-09-11,Medium,Performance,7.9,7.8
953,15278,2024-06-06,Low,Performance,2.1,28.1
954,30781,2022-04-09,Urgent,Billing,9.3,10.5
955,5777,2022-10-20,Medium,Performance,13.6,35.2
956,21088,2022-12-20,Medium,How To,7.6,36.7
957,542,2023-07-24,Medium,Performance,3.7,30.3
958,20693,2025-08-10,Medium,How To,4.4,30.9
959,20047,2024-04-05,Low,Billing,1.7,25.4
960,8476,2023-11-16,Medium,Integrations,10.7,43.2
961,13353,2025-11-22,High,Bug,2.2,4.1
962,46359,2024-06-10,Medium,Performance,6.2,7.2
963,9330,2023-06-19,Low,Performance,2.3,20.1
964,29686,2023-02-01,Medium,How To,12.3,4.9
965,47595,2023-06-07,Low,Bug,8.4,10.9
966,10222,2023-08-13,Urgent,Bug,12.5,21.9
967,2454,2023-11-14,Low,Performance,8.8,32.0
968,8514,2025-02-07,High,Integrations,5.0,11.1
969,29737,2022-09-28,Medium,Bug,7.3,19.8
970,1874,2023-04-10,Medium,Bug,4.0,38.6
971,26845,2024-06-27,Low,Bug,7.0,17.7
972,22688,2024-12-28,Low,Billing,3.7,40.1
973,42815,2025-03-06,Low,Billing,7.3,6.0
974,17640,2023-10-15,Low,Bug,9.7,35.9
975,8835,2025-01-03,Medium,How To,3.3,28.2
976,40910,2025-08-05,Low,Billing,3.5,39.5
977,9286,2025-12-04,Low,Bug,1.6,9.4
978,36258,2024-04-10,Medium,Performance,10.7,5.7
979,7481,2023-08-26,Medium,Billing,1.3,1.1
980,883,2024-07-18,Medium,Performance,4.3,17.1
981,26900,2022-11-18,Low,Bug,3.5,20.1
982,6352,2025-09-12,Low,Billing,8.4,15.4
983,44293,2025-09-10,Low,Performance,4.2,13.1
984,5533,2023-09-04,High,Billing,3.4,6.8
985,40738,2024-07-06,Medium,Performance,0.7,31.0
986,36852,2023-03-21,Medium,Integrations,5.5,24.8
987,23117,2023-07-26,Low,Billing,8.8,50.1
988,5970,2024-02-13,Medium,Billing,8.9,17.3
989,12597,2022-03-19,Medium,Billing,4.8,36.4
990,15835,2022-10-25,Medium,Integrations,4.9,10.7
991,37109,2022-09-02,High,How To,8.4,21.9
992,47990,2025-08-11,Low,Performance,0.7,18.3
993,26913,2022-12-04,Medium,Performance,0.8,30.0
994,3456,2023-12-03,Medium,How To,2.8,15.3
995,2403,2024-12-25,Medium,Performance,5.7,29.0
996,20412,2022-12-30,High,How To,3.2,30.6
997,10307,2025-05-11,Low,Performance,0.8,11.3
998,46442,2024-08-06,Low,Billing,6.3,12.3
999,48582,2025-01-04,Urgent,Billing,3.6,18.1
1000,5032,2025-10-09,Low,Integrations,9.1,21.6
1001,28344,2023-09-05,High,Bug,5.9,19.2
1002,47004,2025-07-12,High,Billing,2.3,3.7
1003,46004,2024-05-03,Medium,Integrations,11.6,10.7
1004,44389,2025-08-16,Medium,Billing,18.0,28.1
1005,40748,2024-01-31,Medium,Performance,7.0,26.6
1006,10204,2023-01-22,Low,Bug,4.8,10.1
1007,1161,2023-05-08,Low,How To,4.8,43.1
1008,19500,2024-12-01,Low,How To,21.6,20.2
1009,22520,2023-04-14,Low,How To,3.7,12.1
1010,40266,2022-08-11,Medium,Bug,3.0,24.5
1011,34810,2025-07-29,Medium,Integrations,0.2,4.1
1012,10285,2025-10-12,Medium,Billing,6.1,37.7
1013,329,2025-01-09,Medium,How To,3.2,39.4
1014,43156,2023-08-08,Medium,How To,3.5,19.0
1015,20048,2022-10-02,High,Bug,3.1,24.3
1016,33495,2022-12-02,Medium,How To,15.8,36.7
1017,11928,2025-01-20,Medium,Performance,11.3,39.1
1018,13672,2022-01-13,Low,How To,10.8,14.8
1019,24291,2023-07-28,Low,Bug,9.0,12.6
1020,5939,2025-03-15,Low,Bug,2.0,22.1
1021,39231,2023-07-11,Low,How To,4.5,8.7
